sa.g14,"[119292, 34, 3508.5882352941176]"
teammarcus,"[639802, 2036, 314.24459724950884]"
4ds,"[573514, 436, 1315.3990825688074]"
d.e1,"[573514, 436, 1315.3990825688074]"
tampa-bay-area,"[4914340, 1975, 2488.273417721519]"
little-rock,"[378798, 195, 1942.553846153846]"
reason4_2f1,"[3862685, 7166, 539.0294445994977]"
chat_origin_app,"[1840668, 12432, 148.0588803088803]"
device_motorola_google_nexus,"[10682, 47, 227.27659574468086]"
os_android,"[1101462, 7691, 143.21440644909634]"
5gi,"[1472543, 1091, 1349.7186067827681]"
gg-iphone-6-6plus-gsm-unlocked,"[447334, 147, 3043.08843537415]"
gg.w1,"[2905203, 1875, 1549.4416]"
new-york,"[12105522, 5955, 2032.8332493702771]"
play_assigned,"[49476104, 4668, 10598.994001713796]"
reason4_3i1,"[10337353, 6627, 1559.8842613550626]"
sa.f9,"[1472543, 1091, 1349.7186067827681]"
4ui,"[781391, 1340, 583.1276119402985]"
central-jersey,"[2455896, 1185, 2072.486075949367]"
i_need_to_add_remove_or_update_a_credit_card,"[2032484, 1188, 1710.8451178451178]"
sa.g11,"[781391, 1352, 577.9519230769231]"
fu_no,"[22402129, 15721, 1424.9811716811907]"
pending_reminder_sent,"[130312040, 13690, 9518.775748721695]"
raleigh-durham,"[2178700, 1032, 2111.1434108527133]"
reason4_2e2,"[6974632, 4158, 1677.4006734006734]"
06c,"[2353515, 572, 4114.536713286713]"
a.r2,"[2353515, 572, 4114.536713286713]"
getaways,"[13382478, 6965, 1921.38951902369]"
greater-toronto-area,"[4765214, 2574, 1851.2874902874903]"
reason4_3h1,"[1800545, 1191, 1511.7926112510495]"
teamdanielle,"[4693740, 3582, 1310.3685092127303]"
4ir2a,"[72342, 92, 786.3260869565217]"
chrome,"[66627853, 28389, 2346.9601958505054]"
gf.a5a,"[72342, 92, 786.3260869565217]"
reason4_4j14,"[1105419, 1105, 1000.379185520362]"
14pom,"[2738267, 1449, 1889.7632850241546]"
dallas,"[5915563, 2877, 2056.1567605144246]"
gg-diamond-accent-tennis-bracelet,"[275997, 242, 1140.48347107438]"
gg.s4,"[2738243, 1448, 1891.0517955801106]"
gg.s4a,"[2737142, 1447, 1891.597788527989]"
my_order_is_missing_an_entire_item,"[1690140, 1025, 1648.9170731707318]"
reason4_3i11,"[2740289, 1334, 2054.189655172414]"
return,"[16300751, 7664, 2126.9247129436326]"
4pr2,"[25732120, 7841, 3281.7395740339243]"
6fpd,"[2265476, 1316, 1721.4863221884498]"
columbus,"[1860661, 798, 2331.655388471178]"
d.e4,"[2265476, 1316, 1721.4863221884498]"
d.e4a,"[2261021, 1315, 1719.4076045627376]"
google-express-nat,"[207860, 124, 1676.2903225806451]"
06ga,"[5209433, 1595, 3266.102194357367]"
06la,"[6260100, 909, 6886.798679867987]"
24reply,"[2120864, 759, 2794.2872200263505]"
4-reopens,"[3084325, 1192, 2587.5209731543623]"
4rs1,"[444230, 252, 1762.8174603174602]"
5ap,"[1739099, 767, 2267.404172099087]"
a.r11,"[5209433, 1595, 3266.102194357367]"
a.r40a,"[1628352, 1117, 1457.7905102954342]"
a.r5,"[1576884, 459, 3435.4771241830067]"
a.r5.2,"[1066608, 128, 8332.875]"
a.r5a,"[1576848, 457, 3450.4332603938733]"
a.s16,"[7386626, 2340, 3156.677777777778]"
d.e10,"[1739099, 767, 2267.404172099087]"
d.e15b,"[177994, 64, 2781.15625]"
ean_outbound,"[238764, 154, 1550.4155844155844]"
ga-jason-bushman-hotel,"[760904, 646, 1177.8699690402477]"
ga.b24,"[388439, 174, 2232.4080459770116]"
ga.c0b,"[238764, 154, 1550.4155844155844]"
ga.c0c,"[741786, 231, 3211.194805194805]"
ga.i15,"[94706, 20, 4735.3]"
ga.i17,"[100911, 61, 1654.27868852459]"
ga.s20,"[830371, 199, 4172.718592964824]"
gs.g9,"[2307099, 718, 3213.2298050139275]"
i.r1.2,"[444230, 252, 1762.8174603174602]"
info,"[22446923, 9951, 2255.74545271832]"
london,"[392611, 204, 1924.563725490196]"
market_rate,"[822620, 662, 1242.6283987915408]"
not_take5,"[6372367, 2609, 2442.455730164814]"
outbound_hotel_call,"[1801366, 1175, 1533.0774468085106]"
14pwn2,"[4641976, 3369, 1377.8498070644107]"
gg.s10,"[4642041, 3372, 1376.6432384341638]"
piedmont-triad,"[1033757, 454, 2276.9977973568284]"
reason4_2e6,"[13008927, 4123, 3155.2090710647585]"
san-francisco,"[6524815, 3123, 2089.2779378802434]"
14wi,"[397721, 196, 2029.188775510204]"
gg.a3d,"[397721, 196, 2029.188775510204]"
inside_shipping_window,"[16925430, 12040, 1405.766611295681]"
orlando,"[4213802, 1848, 2280.1958874458874]"
reason4_2g9,"[4886788, 2736, 1786.1067251461989]"
gg-poo-pourri-before-you-go-toilet-spray,"[325541, 163, 1997.1840490797547]"
modesto,"[393736, 215, 1831.3302325581396]"
detroit,"[4489163, 1976, 2271.8436234817814]"
gg-emeril-15-piece-stainless-steel-hollow-handle-block-set,"[30074, 22, 1367.0]"
fort-myers-cape-coral,"[799072, 343, 2329.655976676385]"
macon,"[281241, 109, 2580.1926605504586]"
reason4_2e10,"[17560017, 13396, 1310.8403254702896]"
i.w2a,"[2319682, 1454, 1595.3796423658873]"
los-angeles,"[11503372, 5703, 2017.0738207960721]"
reason4_2f11,"[6924305, 4472, 1548.3687388193202]"
4so,"[860519, 553, 1556.0922242314648]"
b.f3,"[860519, 553, 1556.0922242314648]"
reason4_1a1,"[1379904, 1519, 908.4292297564187]"
teamlakshmi,"[16559614, 8635, 1917.7317892298784]"
the_item_arrived_damaged_or_defective,"[3344445, 1304, 2564.758435582822]"
browser_chrome,"[6937067, 17343, 399.99233119990777]"
os_windows_8.1,"[1525973, 3942, 387.10629122272957]"
reason4_1b1,"[6672136, 14619, 456.4016690608113]"
teamradhakrishnan,"[15216198, 7556, 2013.7901005823187]"
gg-nfl-head-coach-leather-office-chair,"[224938, 93, 2418.6881720430106]"
6or,"[13236937, 9165, 1444.292089470813]"
6orb,"[7379880, 4734, 1558.9100126742712]"
chicago,"[16451321, 7123, 2309.605643689457]"
r.i1,"[13233391, 9160, 1444.6933406113537]"
r.i3,"[7387050, 4738, 1559.1072182355424]"
r.i3a,"[7371393, 4733, 1557.4462286076484]"
teamnithya,"[19991427, 8078, 2474.7990839316662]"
os_windows_7,"[5513292, 13691, 402.6946169016142]"
reason4_2f9,"[4456412, 2728, 1633.58211143695]"
us_window,"[12031882, 19995, 601.7445361340335]"
007da,"[1726199, 316, 5462.655063291139]"
007ffp,"[1663262, 141, 11796.18439716312]"
06i1,"[2490587, 365, 6823.52602739726]"
06i2,"[4752200, 828, 5739.371980676328]"
a.r4.1,"[2494984, 365, 6835.572602739726]"
a.r4.2a,"[3464559, 681, 5087.458149779735]"
a.r4.2b,"[2157833, 246, 8771.678861788618]"
browser_safari,"[1687181, 2442, 690.9013104013104]"
e.f2,"[1726199, 316, 5462.655063291139]"
integrity,"[3628116, 494, 7344.364372469636]"
lifeline,"[3474229, 683, 5086.718887262079]"
os_mac_os_x,"[2847831, 5557, 512.4763361526003]"
reason4_5o1,"[7748919, 1905, 4067.6740157480317]"
starbucks,"[2123803, 1028, 2065.956225680934]"
teamraghu,"[323766, 30, 10792.2]"
5mi,"[19658018, 3225, 6095.509457364341]"
sa.f1,"[19656827, 3226, 6093.2507749535025]"
skip-bounce-delay,"[96325168, 15929, 6047.157260342771]"
02b,"[1414400, 1540, 918.4415584415584]"
a.s1,"[1414400, 1540, 918.4415584415584]"
reason4_4j5,"[8566150, 2802, 3057.155603140614]"
teamprabu,"[10502373, 7755, 1354.271179883946]"
reason4_4j11,"[1781464, 2115, 842.2997635933806]"
refundy,"[17672319, 9814, 1800.725392296719]"
tallahassee,"[327859, 164, 1999.1402439024391]"
4pc,"[2509081, 1583, 1585.0164245104233]"
i.r4,"[2511482, 1583, 1586.5331648768163]"
allentown-reading,"[742634, 446, 1665.0986547085201]"
the_tracking_says_delivered_but_the_package_is_missing,"[1477963, 1057, 1398.2620624408703]"
wise-confident-34086066,"[20996, 7, 2999.4285714285716]"
gg.t2d,"[620172, 539, 1150.5974025974026]"
worcester,"[973060, 394, 2469.695431472081]"
gry,"[12459085, 2938, 4240.668822328114]"
gs.g2,"[12450328, 2935, 4242.019761499148]"
teambrendan,"[1035045, 2380, 434.89285714285717]"
washington-dc,"[5673970, 3031, 1871.979544704718]"
os_windows,"[2798666, 6209, 450.74343694636815]"
i_want_to_return_the_item_i_received,"[7197511, 3432, 2097.1768648018647]"
miami,"[4258192, 1873, 2273.460758142018]"
reason4_2g4,"[973141, 699, 1392.1902718168812]"
4apw,"[443782, 285, 1557.1298245614034]"
i.r7,"[443782, 285, 1557.1298245614034]"
4rc,"[180097, 124, 1452.3951612903227]"
b.f9,"[180101, 124, 1452.4274193548388]"
fort-worth,"[1863230, 927, 2009.9568500539374]"
reason4_1a4,"[2561140, 4041, 633.7886661717397]"
browser_ie,"[2784563, 6884, 404.49782103428237]"
andres-miro,"[266037, 98, 2714.6632653061224]"
reason4_1b5,"[289804, 771, 375.8806744487678]"
sp.r.g2,"[4598, 1, 4598.0]"
spanish,"[484050, 111, 4360.810810810811]"
spanish-cs,"[164082, 49, 3348.612244897959]"
teammatz,"[1122638, 1636, 686.2090464547678]"
philadelphia,"[4622952, 2201, 2100.3870967741937]"
14pwn3,"[1674231, 1328, 1260.7161144578313]"
14tn1,"[2057046, 965, 2131.653886010363]"
1sr,"[538652, 240, 2244.383333333333]"
a.f7,"[538652, 240, 2244.383333333333]"
gg.s11,"[1674261, 1330, 1258.8428571428572]"
gg.t5a,"[2057097, 968, 2125.1002066115702]"
lakeland,"[1192521, 518, 2302.1640926640925]"
reason4_2g7,"[2003141, 2043, 980.4899657366618]"
14gep1,"[3176366, 2106, 1508.2459639126305]"
14gra3,"[5682406, 3601, 1578.007775617884]"
14grp14,"[5682470, 3602, 1577.58745141588]"
gg.a1b,"[5662559, 3601, 1572.4962510413775]"
gg.a3a,"[3176366, 2106, 1508.2459639126305]"
palm-beach,"[1572636, 686, 2292.472303206997]"
reason4_3i4,"[3832160, 3913, 979.3406593406594]"
device_samsung_sm-g925v,"[8132, 74, 109.89189189189189]"
device_samsung_sgh-t999,"[49, 12, 4.083333333333333]"
reason4_4n8,"[2347279, 2020, 1162.0193069306931]"
3ns,"[62507, 55, 1136.490909090909]"
3uc2,"[422025, 360, 1172.2916666666667]"
i_need_to_change_the_email_address_where_i_receive_emails,"[3230308, 1472, 2194.5027173913045]"
reason4_4k1,"[617517, 520, 1187.5326923076923]"
sa.s10,"[62507, 55, 1136.490909090909]"
sa.s9,"[422025, 360, 1172.2916666666667]"
teamvijaya,"[23234856, 11104, 2092.4762247838617]"
4dr,"[2416012, 1602, 1508.1223470661673]"
d.h1,"[2416000, 1601, 1509.056839475328]"
5sp,"[4375123, 2380, 1838.286974789916]"
an_expired_groupon,"[31553239, 9697, 3253.9176033824892]"
hampton-roads,"[1632734, 827, 1974.285368802902]"
reason4_4j4,"[8743212, 4293, 2036.6205450733753]"
sa.f7,"[4375118, 2379, 1839.0575872215215]"
sa.f7a,"[4375117, 2378, 1839.8305298570226]"
safari,"[15777449, 6883, 2292.2343454888855]"
teamsundarrrajan,"[22066290, 5800, 3804.5327586206895]"
14bm2,"[238641, 179, 1333.1899441340781]"
ga.s4,"[238641, 179, 1333.1899441340781]"
ga.s4a,"[238641, 179, 1333.1899441340781]"
reason4_2d4b,"[344279, 376, 915.6356382978723]"
teamkim,"[4650693, 3001, 1549.7144285238253]"
windsor,"[238096, 156, 1526.2564102564102]"
gl-nelly,"[111088, 74, 1501.1891891891892]"
reason4_2e16,"[905479, 267, 3391.307116104869]"
the_event_was_canceled,"[1162184, 499, 2329.0260521042082]"
gl.u45,"[1288909, 497, 2593.3782696177063]"
i_m_not_sure_if_my_order_went_through,"[9857449, 3514, 2805.1932270916336]"
live,"[3229262, 1476, 2187.8468834688347]"
4gb,"[1476477, 535, 2759.770093457944]"
i.r2,"[1476477, 535, 2759.770093457944]"
gcm-papa-john-s,"[2546454, 1926, 1322.146417445483]"
14grph,"[671276, 405, 1657.4716049382716]"
gg.d2,"[671276, 405, 1657.4716049382716]"
02r,"[9496839, 3584, 2649.787667410714]"
a.s9,"[9496839, 3584, 2649.787667410714]"
providence,"[1476303, 618, 2388.839805825243]"
teamcarrie,"[1935887, 4548, 425.6567722075638]"
reason4_2e19,"[21210381, 6081, 3487.9758263443514]"
1-800-baskets-com,"[551627, 159, 3469.3522012578615]"
6fpl,"[255205, 603, 423.2255389718076]"
c.m3,"[71146, 13, 5472.7692307692305]"
i.s6,"[255205, 603, 423.2255389718076]"
i.s6a,"[255205, 603, 423.2255389718076]"
m.r14,"[746466, 136, 5488.720588235294]"
p6lc,"[71146, 13, 5472.7692307692305]"
gg-wireless-bluetooth-anti-loss-key-tracker,"[193763, 140, 1384.0214285714285]"
1sap,"[60002, 25, 2400.08]"
f.p9,"[60002, 25, 2400.08]"
reason4_4j9,"[75002, 36, 2083.3888888888887]"
teambadri,"[21884582, 9551, 2291.339336195163]"
device_ipad,"[621873, 1886, 329.73117709437963]"
os_ios,"[1339100, 6407, 209.00577493366632]"
i_want_to_manage_my_email_subscriptions,"[685808, 435, 1576.5701149425288]"
indianapolis,"[1992222, 864, 2305.8125]"
the_business_won_t_accept_my_groupon,"[8303218, 2163, 3838.750809061489]"
14dp,"[331132, 80, 4139.15]"
ga.i11,"[331132, 80, 4139.15]"
i_want_to_unsubscribe_from_emails,"[329047, 166, 1982.210843373494]"
reason4_3h3,"[1619405, 695, 2330.0791366906474]"
6bmp,"[3517793, 1064, 3306.1964285714284]"
i.c1a,"[3517793, 1064, 3306.1964285714284]"
hartford,"[1726742, 946, 1825.3086680761098]"
help_with_a_promotional_code,"[6020941, 2445, 2462.5525562372186]"
my_promotional_discount_didn_t_apply_to_my_order,"[7911045, 3635, 2176.353507565337]"
14grp2b,"[350601, 222, 1579.2837837837837]"
general_questions_and_feedback,"[3315953, 1739, 1906.815986198965]"
gg.a5,"[350601, 222, 1579.2837837837837]"
columbia,"[658700, 307, 2145.6026058631924]"
reason4_3i6,"[3088888, 1170, 2640.0752136752135]"
7pe,"[139294, 101, 1379.148514851485]"
i.s6b,"[107262, 101, 1062.0]"
i_can_t_get_the_appointment_or_reservation_i_want,"[9369367, 3072, 3049.9241536458335]"
p.i11,"[139294, 101, 1379.148514851485]"
rewards,"[144150, 102, 1413.235294117647]"
green-bay,"[205484, 122, 1684.295081967213]"
gg-ion-jett-turbo-30-second-hair-straighter,"[502028, 362, 1386.8176795580112]"
6es,"[4561042, 2756, 1654.9499274310595]"
6ex,"[4561042, 2756, 1654.9499274310595]"
d.e6a,"[4561042, 2756, 1654.9499274310595]"
exp_law,"[7993973, 4085, 1956.908935128519]"
expired,"[9226503, 4599, 2006.1976516634052]"
a.s14,"[409812, 290, 1413.144827586207]"
reason4_5q1,"[526341, 469, 1122.2622601279318]"
springfield-mo,"[340774, 158, 2156.7974683544303]"
4pl,"[963665, 830, 1161.0421686746988]"
b.g1,"[963665, 830, 1161.0421686746988]"
fine_print,"[988010, 859, 1150.186263096624]"
os_windows_vista,"[264805, 830, 319.0421686746988]"
reason4_4j15,"[1188986, 1007, 1180.720953326713]"
14drb,"[250308, 200, 1251.54]"
14harp,"[210548, 274, 768.4233576642335]"
ga.c0a,"[1402679, 951, 1474.9516298633018]"
ga.d2.1,"[250308, 200, 1251.54]"
ga.i7a,"[210288, 272, 773.1176470588235]"
charlotte,"[3143057, 1223, 2569.956663941128]"
device_samsung_sm-n910t,"[11392, 155, 73.49677419354839]"
gl-harlem-globetrotters-detroit,"[193179, 70, 2759.7]"
grr,"[1273400, 345, 3691.014492753623]"
gs.g3,"[1273400, 345, 3691.014492753623]"
naples,"[441071, 186, 2371.3494623655915]"
wise-confident-38345668,"[123942, 47, 2637.063829787234]"
i_used_my_groupon_and_had_a_bad_experience,"[5046715, 2025, 2492.204938271605]"
reason4_2f8,"[2970176, 2828, 1050.2743988684583]"
gg.s4c,"[2292880, 1409, 1627.3101490418737]"
reason4_5r1,"[935664, 596, 1569.9060402684563]"
long-island,"[4079812, 1820, 2241.654945054945]"
reason4_2f7,"[464995, 432, 1076.3773148148148]"
the_business_is_closed,"[21379527, 4502, 4748.895379831186]"
gg-iphone-5-5c-5s-gsm-unlocked,"[1455100, 424, 3431.8396226415093]"
wichita,"[6877579, 3385, 2031.781093057607]"
6pe,"[1450667, 939, 1544.9062832800853]"
r.e1,"[1450667, 939, 1544.9062832800853]"
r.e1a,"[1450667, 939, 1544.9062832800853]"
reason4_4n12,"[1393101, 1753, 794.6953793496863]"
gg-dx758-8gb-7-kids-android-tablet-with-case-and-stylus,"[695068, 542, 1282.4132841328412]"
reason4_1b4,"[1029107, 537, 1916.4003724394786]"
richmond,"[1218735, 634, 1922.294952681388]"
14pf,"[227794, 170, 1339.964705882353]"
gg.s13.1,"[227794, 170, 1339.964705882353]"
reason4_3i5,"[346315, 221, 1567.0361990950225]"
14sa2,"[92021, 77, 1195.077922077922]"
14tp,"[58486, 15, 3899.0666666666666]"
gl-rockettes,"[88165, 32, 2755.15625]"
gl.b1,"[92021, 77, 1195.077922077922]"
gl.b3,"[58486, 14, 4177.571428571428]"
4al,"[935326, 401, 2332.483790523691]"
4cd2,"[871054, 885, 984.2418079096045]"
4pfa,"[8405442, 1183, 7105.191885038039]"
add_mb,"[1035170, 419, 2470.5727923627687]"
b.a1,"[871071, 886, 983.1501128668172]"
b.a6a,"[8395774, 1182, 7103.023688663283]"
b.s1,"[935306, 400, 2338.265]"
reason4_1a6,"[8493669, 2091, 4062.012912482066]"
2ltd,"[165015, 107, 1542.196261682243]"
i_want_to_buy_a_deal_but_it_says_sold_out,"[826696, 283, 2921.1872791519436]"
n.h2,"[165015, 107, 1542.196261682243]"
4gci,"[658783, 349, 1887.6303724928366]"
gf.a1,"[658783, 349, 1887.6303724928366]"
birmingham,"[532453, 316, 1684.9778481012659]"
editable,"[4504546, 4971, 906.1649567491451]"
reason4_2d1,"[1908733, 2166, 881.2248384118191]"
6re4,"[1664009, 1019, 1632.98233562316]"
i.e2,"[1664009, 1019, 1632.98233562316]"
huntsville,"[381517, 150, 2543.4466666666667]"
